456	2146
456	8915
457	10884
463	11342
484	4527
501	7052
506	1601
506	3273
519	6755
521	11963
522	7739
524	740
524	7045
527	8967
533	2219
534	1910
537	10447
538	9357
542	4589
542	10851
543	10833
544	11056
544	11997
545	1243
545	9718
546	4964
548	7905
549	4612
550	2439
550	6946
552	1460
553	4156
554	1300
555	7540
562	4223
562	7765
563	3387
563	3502
564	2070
566	3296
570	6174
571	4348
572	6811
573	4351
573	10101
574	2368
574	12346
575	8770
576	4552
577	9730
578	2875
579	11861
581	5158
582	6265
582	7334
585	6617
587	718
587	7495
588	4583
588	12131
589	1957
589	2678
589	8438
590	10456
590	11382
591	9862
592	7433
593	2183
593	9780
596	3534
597	3109
600	9556
600	11588
602	10295
602	12457
603	308
603	713
604	4706
604	8212
604	11337
607	5406
609	2586
609	6486
609	8109
609	8987
610	7305
611	12296
612	2662
612	3887
612	12333
614	1162
614	4503
614	5795
615	3161
615	9412
617	10464
617	12466
619	8156
620	4367
620	9370
620	10318
621	3232
623	1347
623	7064
624	3913
625	2373
625	10107
626	3762
626	4898
626	7774
628	5976
628	7872
629	8979
629	10557
630	1829
630	2012
630	5771
630	6207
630	6756
631	7091
633	2378
633	4961
633	7081
634	10452
635	5468
635	6670
637	4248
638	6318
638	11270
639	5508
642	9719
642	11767
642	11806
643	1302
644	2182
644	2525
644	2869
644	6476
644	9858
644	10838
646	2658
646	6446
646	8035
648	11442
651	4683
652	9924
653	5425
653	7665
653	8104
654	8127
655	3188
655	3222
655	4016
655	9703
657	10529
657	12029
658	6349
659	10575
660	4889
660	8262
661	1873
661	3076
661	5539
662	3457
662	4297
662	4496
662	4778
662	9750
663	5197
665	3645
666	4473
666	9050
667	8688
669	3419
670	10637
671	1684
672	1283
672	4536
673	7761
673	9599
674	12020
675	2331
675	10086
675	10858
675	11971
676	3198
677	12155
678	4997
678	9778
679	10231
682	11937
684	4992
685	11563
686	5331
687	6568
687	12162
688	1645
688	11124
688	11594
689	1872
689	6397
689	7437
689	10043
690	4896
690	5368
691	2699
691	3858
691	4575
691	12380
692	7023
692	12430
693	5412
693	7245
693	8037
694	1722
694	1832
695	2386
696	5179
696	8119
696	8378
696	8686
696	12463
697	4517
697	7831
697	12484
699	10403
700	6777
701	1498
701	10877
702	3603
702	11325
703	12352
704	2642
705	4678
705	7315
706	9426
707	7330
707	11285
708	2186
708	4378
709	3020
709	5455
709	6387
709	9216
710	7021
711	5542
711	6780
711	11172
713	1725
713	2455
713	7824
713	8700
713	10427
713	11384
714	5288
716	7199
717	8761
717	11645
718	2114
718	5388
718	9764
718	10122
721	3472
721	8126
721	9545
721	11173
721	12195
722	11459
723	2021
723	7512
723	8436
724	1767
724	3522
724	3990
724	6096
724	6350
725	3393
725	7036
725	10629
726	1575
726	2187
726	4923
726	6874
726	8052
726	10514
726	12313
727	5458
727	7559
727	9715
727	10314
727	11586
728	2857
728	6124
728	7170
728	7457
728	10370
729	10745
729	12178
730	7590
730	7602
730	7714
730	10258
730	10384
732	1323
732	4102
732	5039
733	6091
734	8557
735	3274
735	11890
736	4123
736	8498
736	11131
738	11590
739	1602
739	3689
739	10158
739	12168
740	2744
740	6268
740	8442
741	4257
741	8292
741	11824
742	3811
742	7750
742	10481
742	11014
743	2201
743	8228
744	1282
744	1287
744	1329
744	5087
744	10801
744	11883
745	3172
745	3421
745	9901
747	5934
748	4377
748	9586
748	11154
749	1409
749	3469
749	4042
749	8484
749	8614
749	9074
750	4355
750	9819
751	3900
751	7893
752	2043
752	3490
752	12175
753	8815
753	10354
754	3030
754	5338
754	5825
754	6574
755	3716
755	6914
755	11498
756	5737
757	2822
757	8581
757	11888
758	3402
758	5682
759	5200
760	11221
762	2078
762	2660
762	4332
762	5045
762	8514
762	10744
763	4811
763	8555
763	10753
763	11853
764	2312
764	4476
764	9061
765	10909
766	6190
766	6384
766	6410
766	11323
767	6093
768	1813
768	2742
768	6956
768	8617
768	11756
769	1521
769	2729
769	7471
769	7553
771	7113
771	7499
771	8342
771	8627
771	9992
771	12198
772	4082
773	1356
773	5502
775	3465
775	8970
776	4571
777	4958
777	5107
777	12277
778	1848
778	4093
778	5897
778	8402
779	6770
780	9471
780	10933
781	6054
781	6297
782	2708
782	5262
782	12199
783	2254
783	5800
783	6518
783	12044
784	1487
784	6330
784	10271
785	2566
785	7055
786	5829
786	8422
786	8780
786	9201
787	9116
788	7680
789	9660
790	4214
790	6819
790	9565
790	9749
791	4357
791	6642
791	10119
792	2685
792	4442
792	8107
792	8139
793	7504
793	9734
794	2097
794	5570
794	6870
794	8785
795	8277
796	1534
796	4109
796	7878
796	12453
797	5943
797	6787
797	8015
797	8208
797	11723
798	2148
798	4629
798	9761
798	9913
798	11593
799	2893
800	3134
800	7382
801	1278
801	2558
801	2588
801	7965
801	11180
802	1705
802	2314
802	4902
802	11440
803	1270
803	2741
803	5337
803	11621
804	3314
804	4855
804	5690
804	8314
804	9118
804	10893
804	12300
805	1277
805	3646
805	10109
806	3352
806	5955
807	1373
807	5096
807	6191
807	8530
808	6217
808	11968
809	5925
809	6114
810	4216
811	2752
811	7937
811	9511
811	10127
812	4037
812	8275
812	11525
813	3007
813	11872
814	2870
814	2993
814	9238
814	10142
814	10300
815	1262
815	1420
815	2985
815	4819
815	4935
815	5831
815	7890
816	10302
817	2897
817	3142
817	9158
818	2899
818	4803
818	4824
819	1863
819	3095
819	5460
819	7012
819	8421
819	11958
820	3605
820	8558
820	10644
821	2214
821	2284
821	7568
822	5100
822	5481
822	7570
822	7992
822	9315
823	8311
823	8756
824	3410
824	4467
824	5746
825	2343
825	3204
825	4304
825	5160
825	5739
826	2445
826	9069
826	10527
826	11216
827	2928
827	7566
827	7841
827	9623
827	10762
828	9298
828	10023
829	1344
829	6197
829	6233
830	3231
830	10434
832	3476
832	11678
833	6187
833	9577
833	10805
833	11008
834	4846
834	5042
835	8898
835	9820
836	1982
836	3433
836	6729
836	9112
837	3353
837	4365
837	7627
837	10293
838	8741
838	11686
839	2099
840	6426
840	9070
840	9802
840	9886
841	5008
841	8450
841	10157
841	11255
842	1404
842	2734
842	6521
842	6595
842	6689
843	4982
843	5322
843	5702
843	8386
843	9628
843	12098
844	4456
844	7922
844	8849
844	10472
845	1854
845	2384
846	5595
846	9765
846	11647
847	2094
847	4243
847	6736
847	7130
847	9822
847	11128
847	11414
848	8454
849	3038
849	7490
849	11880
850	1912
850	7700
851	8408
851	9177
851	9679
851	9753
852	2282
852	6604
853	2161
853	6992
853	9680
854	2175
854	5871
854	5975
854	7410
854	10621
855	1571
855	2576
855	8144
855	12395
856	10690
856	11439
857	3115
857	5874
857	8818
857	12096
858	11312
859	4597
859	5711
860	3487
860	3836
860	5189
860	5476
860	5782
860	7721
862	3628
862	7222
862	7441
863	3392
863	3919
863	10655
863	11284
864	2696
864	3897
864	5614
864	10906
864	12478
865	1827
865	2466
865	2759
865	5157
866	1640
866	4948
866	6454
866	8930
866	10041
867	3621
867	4887
867	5203
867	8939
868	2574
868	11065
869	2492
869	4700
869	8660
869	10130
870	3229
870	5166
871	4151
871	4791
871	9485
871	10925
871	11353
872	6236
872	8452
872	9305
872	10797
872	11475
873	3642
873	9809
873	12144
874	1723
874	6724
875	2974
875	12113
876	1782
876	2034
876	6638
876	9653
876	10549
877	2041
877	2865
877	6679
877	9681
877	11570
878	12467
879	5104
879	10290
879	10746
881	2332
881	7503
881	8269
881	10478
881	10714
881	12258
882	5632
882	8302
882	8972
882	8984
882	10971
882	11955
883	4684
883	6142
883	7689
883	8803
883	11380
884	2122
884	3418
884	4469
884	10613
885	3068
885	3577
885	11288
886	2980
886	3257
886	3890
886	3984
886	7676
